,제목,가격,리뷰수,리뷰평점,평점비율
111,"*ommunity Coffee Breakfast Blend Medium Roast Single Serve K-Cup Compatible Coffee Pods, Box of 72 Pods",$29.66,"2,991",4.8,"['88%', '7%', '3%', '1%', '1%']"
112,"*afe Du Monde Coffee with Chicory, 15-Ounce (Pack of 2)",Out of Stock,"2,679",4.8,"['87%', '8%', '2%', '1%', '1%']"
113,"*65 by Whole Foods Market, Organic Ground Coffee, Vienna Roast - Pacific Rim (Bag), 24 Ounce",Out of Stock,"2,075",4.6,"['74%', '16%', '6%', '2%', '2%']"
114,*offee Kult Coffee Beans Dark Roasted - Highest Quality Delicious Organically Sourced Fair Trade - Whole Bean Coffee - Fresh Gourmet Aromatic Artisan Blend (32oz),Out of Stock,"5,949",4.4,"['70%', '15%', '9%', '3%', '4%']"
115,"*mazonFresh Just Bright Whole Bean Coffee, Light Roast, 32 Ounce (Pack of 1)",Out of Stock,"2,111",4.4,"['65%', '19%', '9%', '3%', '3%']"
116,"*arley Coffee One Love, 100% Ethiopian, Medium Roast Coffee, Keurig K-Cup Brewer Compatible Pods, 24 Count",$13.58,"1,965",4.6,"['77%', '13%', '5%', '2%', '2%']"
117,"*mazonFresh Colombia Ground Coffee, Medium Roast, 12 Ounce",Out of Stock,"3,092",4.3,"['61%', '21%', '11%', '4%', '4%']"
118,"*mazon Brand - 100 Ct. Solimo Light Roast Coffee Pods, Hazelnut Flavored, Compatible with Keurig 2.0 K-Cup Brewers",Out of Stock,"3,873",4.5,"['72%', '15%', '6%', '3%', '3%']"
119,"*reen Mountain Coffee Roasters Dark Magic, Single-Serve Keurig K-Cup Pods, Dark Roast Coffee, 24 Count ( Pack Of 4 )",Out of Stock,"17,726",4.8,"['86%', '10%', '3%', '1%', '1%']"
120,"*aughing Man Columbia Huila, Single-Serve Keurig K-Cup Pods, Dark Roast Coffee, 60 Count",$67.78,"4,228",4.7,"['82%', '11%', '4%', '2%', '1%']"
121,*LK & Bold | Rise & GRND Coffee Blend | Fair Trade Certified | Medium Roast | Whole Bean Coffee | 12 oz. bag,Out of Stock,800,4.6,"['77%', '11%', '6%', '3%', '3%']"
122,"*olgers Classic Roast Instant Coffee Crystals, 8 Ounces",Out of Stock,"11,647",4.7,"['80%', '12%', '5%', '1%', '2%']"
123,*magine Kona Organic Coffee Beans | Arabica Kona Beans | Top Grade Air Roasted | Medium Dark Roast | Organic Whole Bean - 16oz,Out of Stock,422,4.3,"['67%', '13%', '10%', '7%', '4%']"
124,"*LB Mayorga Organics Café Cubano Roast, Dark Roast Whole Bean Coffee, Specialty-Grade, USDA Organic, Non-GMO Verified, Direct Trade, Kosher, 100% Arabica Beans",Out of Stock,"4,978",4.6,"['79%', '12%', '5%', '2%', '2%']"
125,"*uroast Low Acid Ground Coffee, Bourbon Pecan (Caffeinated) Flavor, High Antioxidant, 12 Ounce",$8.47,"4,398",4.2,"['65%', '13%', '7%', '5%', '10%']"
126,"*F Bay Coffee OneCUP Organic Rainforest Blend 80 Ct Medium Roast Compostable Coffee Pods, K Cup Compatible including Keurig 2.0 (Packaging May Vary)",$33.99,"14,147",4.6,"['78%', '12%', '5%', '2%', '2%']"
127,"*ommunity Coffee Café Special Medium-Dark Roast Decaf Single Serve K-Cup Compatible Coffee Pods, Box of 72 Pods",$34.72,"2,991",4.8,"['88%', '7%', '3%', '1%', '1%']"
128,"*urecane Sugar Substitute Canister, Purecane 9.8 Ounce",$12.63,606,4.3,"['67%', '14%', '9%', '4%', '6%']"
129,"*unkin' Dark Roast Coffee, 60 Keurig K-Cup Pods",$52.50,"1,212",4.8,"['85%', '10%', '3%', '1%', '1%']"
130,"*olgers Black Silk Dark Roast Coffee, 192 Keurig K-Cup Pods",$74.84,"21,615",4.8,"['87%', '9%', '3%', '1%', '1%']"
131,"*a Colombe Oatmilk Coffee Draft Latte - 9 Fluid Ounce, 16 Count",Out of Stock,726,4.4,"['72%', '12%', '7%', '3%', '6%']"
132,"*offee Kult Colombia Coffee Beans Huila Region Medium Roast (Whole Bean, 32oz)",Out of Stock,723,4.6,"['76%', '15%', '4%', '2%', '3%']"
133,*LB Don Pablo Signature Blend - Medium-Dark Roast - Whole Bean Coffee - Low Acidity - 5 Pound (5 lb) Bag,Out of Stock,"2,159",4.8,"['84%', '11%', '3%', '1%', '1%']"
134,"*IGHER GROUND ROASTERS Organic Peruvian Pangoa Dark Roast Coffee, 12 OZ",Out of Stock,13,3.8,"['65%', '0%', '0%', '17%', '18%']"
135,"*an Francisco Bay Coffee Whole Bean French Roast, 48-Ounce Bags (Pack of 2)",Out of Stock,47,4.6,"['84%', '3%', '7%', '0%', '6%']"
136,"*mazonFresh Just Bright Ground Coffee, Light Roast, 32 Ounce (Pack of 1)",Out of Stock,"1,781",4.4,"['65%', '18%', '9%', '4%', '4%']"
137,"*olgers, Classic Medium Roast Coffee, 48 oz",Out of Stock,713,4.8,"['88%', '8%', '2%', '0%', '1%']"
138,"*tumptown Coffee Roasters, Hair Bender Whole Bean Coffee, 12 oz Bag, Flavor Notes Of Citrus & Dark Chocolate",Out of Stock,"5,236",4.4,"['71%', '12%', '8%', '4%', '5%']"
139,"*eattle's Best Coffee House Blend Medium Roast Ground Coffee, 12 Ounce (Pack of 1)",Out of Stock,"11,922",4.5,"['74%', '14%', '7%', '3%', '2%']"
140,*on Francisco's Hawaiian Hazelnut Flavored Ground Coffee (3 x 12 oz Cans),$13.02,"6,046",4.7,"['83%', '9%', '4%', '1%', '2%']"
141,"*auai Hawaiian Ground Coffee, Vanilla Macadamia Nut Flavor (10 oz Bag) - 100% Premium Gourmet Arabica Coffee from Hawaii's Largest Coffee Grower - Bold, Rich Blend",Out of Stock,"11,121",4.5,"['75%', '12%', '7%', '3%', '3%']"
142,"*reen Mountain Coffee Roasters Brew Over Ice Classic Black, Single Serve Keurig K-Cup Pods, Dark Roast Iced Coffee, 72 Count",Out of Stock,162,4.6,"['71%', '24%', '3%', '1%', '1%']"
143,*tarbucks Dark Roast Ground Coffee — Variety Pack — 3 bags (12 oz. each),Out of Stock,"7,077",4.7,"['82%', '11%', '4%', '1%', '2%']"
144,"*eaniac Organic Kickstarter 100% Colombian | Medium Roast, Single Serve Coffee K Cup Pods | Rainforest Alliance Certified | 30 Compostable, Plant-Based Coffee Pods | Keurig Brewer Compatible",$15.76,939,4.6,"['74%', '16%', '5%', '2%', '2%']"
145,"*eaniac Organic Full On French Roast Dark Roast, Single Serve Coffee K Cup Pods, Rainforest Alliance Certified, 72 Compostable, Plant-Based Coffee Pods, Keurig Brewer Compatible",Out of Stock,"1,369",4.5,"['71%', '15%', '7%', '3%', '4%']"
146,"*eaniac Organic Daily Dose Donut Shop| Light Roast, Single Serve Coffee K Cup Pods | Rainforest Alliance Certified | 30 Compostable, Plant-Based Coffee Pods | Keurig Brewer Compatible",$13.15,715,4.4,"['67%', '15%', '8%', '4%', '5%']"
147,"*mazonFresh French Vanilla Flavored Coffee, Ground, Medium Roast, 12 Ounce",Out of Stock,"5,476",4.3,"['66%', '16%', '9%', '4%', '5%']"
