,제목,가격,리뷰수,리뷰평점,평점비율
90,*akeup Brushes Rose Golden 14 Pcs Makeup Brush Set with Blender Sponge and Brush Cleaner Premium Synthetic Kabuki Foundation Face Powder Blush Eyeshadow Cruelty-Free Brochas De Maquillaje,Out of Stock,688,4.7,"['79%', '12%', '6%', '1%', '1%']"
91,"*P-Link AC1200 WiFi Extender (RE315), Covers Up to 1500 Sq.ft and 25 Devices, 1200Mbps Dual Band WiFi Booster with External Antennas, WiFi Repeater, Supports OneMesh",$36.99,"1,451",4.2,"['61%', '17%', '9%', '4%', '9%']"
92,"*TTU Contour Memory Foam Pillow, Ergonomic Cervical Pillow for Neck and Shoulder Relief, Height Adjustable Pillow with Two Layers, Sutera Pillows for Side, Back, Stomach Sleepers, Washable Cover",Out of Stock,106,4.2,"['58%', '21%', '11%', '4%', '6%']"
93,"*ISSELL Cleanview Rewind Pet Bagless Vacuum Cleaner, 2489, Blue",$89.99,"4,494",4.7,"['79%', '13%', '4%', '2%', '2%']"
94,"*P-Link Deco Mesh WiFi System(Deco M5) –Up to 5,500 sq. ft. Whole Home Coverage and 100+ Devices,WiFi Router/Extender Replacement, Anitivirus, 3-pack",$149.99,"15,825",4.6,"['80%', '11%', '4%', '2%', '3%']"
95,"*rue Wireless Earbuds, BCMASTER Bluetooth 5 Headphones with USB-C Wireless Charging Case and 25Hrs Playtime for Sports, Touch Control and Built-in Microphone for iPhone and Android",Out of Stock,367,4.0,"['56%', '19%', '6%', '9%', '9%']"
96,"*taaricc 10Pack-12LED Solar Lights Outdoor, Solar Tiki Torches with Flickering Flame for Halloween&Christmas, Waterproof Festive Decoration&Romantic Landscape Lights for Garden Pathway-Auto On/Off",Out of Stock,373,4.3,"['66%', '16%', '8%', '4%', '6%']"
97,"*nstant Vortex Plus 7-in-1 Air Fryer Oven with built-in Smart Cooking Programs, Digital Touchscreen, Easy to Clean Basket, 10 Quart Capacity, and a Stainless Finish",$99.95,"17,160",4.5,"['75%', '14%', '5%', '2%', '4%']"
98,"*elina Velvety Super Soft Lightweight Leggings 2-Pack - for Women - Yoga Pants, Workout Clothes",$28.99 - $32.99,"7,727",4.6,"['79%', '10%', '5%', '2%', '3%']"
99,"*mico Smart Light Bulb 4 Pack,Music Sync RGB Color Changing Light Bulb,Compatible with Alexa, Siri, Google Home,810LM A19 E26 LED WiFi Bulbs, 9W=60W,No Hub Required,ETL Listed (Don't Support Homekit)",Out of Stock,684,4.4,"['69%', '14%', '9%', '3%', '6%']"
100,"*hole Home WiFi System- Dual Band Mesh WiFi System, AC1200 High Speed Seamless Roaming WiFi Network, Replaces WiFi Router & Extender, Wide Coverage up to 5380 sq.ft, Ideal for 6+ Bedrooms Home(3 Pack)",Out of Stock,748,4.3,"['66%', '18%', '5%', '4%', '7%']"
101,*eadband Bandanas Neck Gaiter Face Mask Reusable Multifunctional Women Men Elastic Cloth Cover Scarf Cool Sports Balaclava,Out of Stock,218,3.9,"['50%', '15%', '16%', '8%', '10%']"
102,"*imekettle WT2 Language Translator - Supports 40 Languages & 93 Accents, Voice Translator Earbuds, Wireless Bluetooth Translator with APP, Real Time Translation, Fit for iOS & Android",$199.99,128,3.6,"['44%', '19%', '10%', '10%', '17%']"
103,"*EVOIT Air Purifier for Home Large Room, Smart WIFI and Alexa Control, H13 True HEPA Filter for Allergies, Pets, Smoke, Dust, Auto Mode, PM2.5 Display, Core 400S, 403 sq.ft, White",$197.99,173,4.8,"['88%', '8%', '1%', '1%', '2%']"
104,"*onster Wireless Earbuds,Super Fast Charge,Bluetooth 5.0 in-Ear Stereo Headphones with USB-C Charging Case,Built-in Mic for Clear Calls,Water Resistant Design for Sports,Black.",$59.99,"2,806",4.5,"['70%', '18%', '5%', '3%', '4%']"
105,"*onda USB C to USB Adapter(2 Pack),USB-C to USB 3.0 Adapter,USB Type-C to USB,Thunderbolt 3 to USB Female Adapter OTG for MacBook Pro 2019,MacBook Air 2020,iPad Pro 2020 ,More Type-C Devices",$8.49,"27,150",4.7,"['80%', '12%', '4%', '1%', '2%']"
106,"*owood 3D Wooden Puzzles for Adults, Toy Airplane Activities for Kids, Music Boxes for Girls, Gift for Family on Father's Day/Birthday/Christmas - Airplane-Control Tower",Out of Stock,148,4.4,"['69%', '17%', '5%', '6%', '3%']"
107,"*ASFIT H11 H8 H9 LED Light Bulbs, H16 6000K Super Bright Mini Size Easy Install, New Upgrade LC Plus-Pack of 2",Out of Stock,300,4.6,"['78%', '12%', '3%', '2%', '4%']"
108,*oxPrint My First Princess Make Up Kit - 12 Pc Kids Makeup Set Washable Makeup For Girls These Makeup Toys for Girls Include All Your Princess Needs To Play Dress Up Comes with Stylish Bag,$13.55,"23,923",4.5,"['73%', '14%', '8%', '2%', '2%']"
109,"*HOETECH Wireless Charger, [2 Pack] 10W Max Qi-Certified Fast Wireless Charging Stand Compatible with iPhone 12/12 Pro/SE 2020/11/11 Pro Max/XS Max/XR/XS/8 +, Galaxy S20+/Note 10/S10+",$29.99,"2,004",4.2,"['64%', '14%', '9%', '5%', '9%']"
110,*ids Face Mask Individually Wrapped Reusable 20 Pack 5 Layers Cup Dust Masks Kids Mask (3-7 Years),$16.88,309,4.1,"['64%', '11%', '10%', '5%', '10%']"
111,"*oxPrint Princess Castle Play Tent With Glow In The Dark Stars, Conveniently Folds In To A Carrying Case, Your Kids Will Enjoy This Foldable Pop Up Pink Play Tent/House Toy For Indoor and Outdoor Use",$20.64,"29,447",4.6,"['79%', '13%', '5%', '2%', '2%']"
112,*untkey Surge Protector USB Wall Adapter with 4 AC Outlets 3 USB Charging Ports (SMC007),Out of Stock,"2,245",4.7,"['79%', '14%', '5%', '1%', '2%']"
113,"*EVOIT Air Purifier for Home Large Room, H13 True HEPA Filter Cleaner with Washable Filter for Allergies and Pets, Smokers, Mold, Pollen, Dust, Quiet Odor Eliminators for Bedroom, Vital 100 (White)",$107.98,"10,431",4.7,"['81%', '12%', '4%', '1%', '2%']"
114,"*P-Link AC600 USB WiFi Adapter for PC (Archer T2U Plus)- Wireless Network Adapter for Desktop with 2.4GHz, 5GHz High Gain Dual Band 5dBi Antenna, Supports Win10/8.1/8/7/XP, Mac OS 10.9-10.14",$16.99,"17,814",4.5,"['74%', '14%', '6%', '2%', '4%']"
115,"*ydaz Wooden Puzzles Counting Toys, Montessori Preschool Learning Educational Math Toys for Toddlers, Matching Shape Sorter Stacking Stem Fine Motor Skills Toys for 3 Year Olds and Up",Out of Stock,"1,118",4.5,"['70%', '16%', '8%', '3%', '4%']"
