,제목,가격,리뷰수,리뷰평점,평점비율
94,"*TARTOGOO Modern Upholstered Fabric U-Shape Sectional Sofa with Two Pillows, Double Extra Wide Chaise Lounge Couch, for Living Room, Light Black Velvet, Gray",Out of Stock,2,3.1,"['53%', '0%', '0%', '0%', '47%']"
95,"*ignature Design by Ashley - Macleary Modern Velvet Sofa, Moss",Out of Stock,8,4.3,"['46%', '37%', '17%', '0%', '0%']"
96,"*ubrtex Stretch Cushion Cover Couch Cushion Slipcover RV Seat Covers Chair Loveseat Sofa Cushion Protector Spandex Elastic Furniture Protector for Seat (Small,Light Gray)",Out of Stock,"3,657",4.5,"['73%', '14%', '7%', '2%', '4%']"
97,"*ureFit Stretch Fleece Non-Slip Sofa Couch Cushion Covers - Removable Chair Seat Covers for Dogs, Washable Elastic Furniture Slipcovers Protector for Kids and Pets (Chair, Dark Gray)",$9.99,180,4.3,"['63%', '17%', '10%', '5%', '6%']"
98,*AISON ARTS Mesh Office Chair Ergonomic Home Desk Chair Mid-Back Computer Task Chair with Breathable Mesh for Home Office,$109.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
99,"*exicon Knoxville Convertible Studio Sofa Bed, Navy",Out of Stock,8,2.6,"['15%', '14%', '23%', '15%', '33%']"
100,"*mazon Brand – Stone & Beam Blaine Modern Sectional Sofa, 79.5""W, Beige",Out of Stock,244,4.6,"['79%', '11%', '7%', '1%', '2%']"
101,"*at June Ibiza Sofas, Tan",Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
102,"*ifestyle Solutions Lexington In Sofas, 75.6"" W x 31.1"" D x 33.5"" H, Heather Grey",Out of Stock,24,3.9,"['54%', '18%', '10%', '0%', '18%']"
103,"*oundex PDEX- Sofas, Citrus",Out of Stock,13,4,"['51%', '17%', '19%', '0%', '12%']"
104,"*everly Fine Furniture Aldo ((3 Piece) Modern Sofa Set, Black/Red",Out of Stock,117,4.1,"['63%', '10%', '9%', '5%', '12%']"
105,"*ennifer Taylor Home Ken Sofa, Arctic Blue",Out of Stock,1,5,"['100%', '0%', '0%', '0%', '0%']"
106,"*ingway Sectional Sofa Bed with Storage Convertible Chaise Sofabed, W83D53H36, Gray",Out of Stock,51,2.7,"['20%', '17%', '14%', '9%', '40%']"
107,"*r. Kate Stella Vintage Convertible Sofa Bed Futon, Tan Linen",Out of Stock,22,4.2,"['56%', '14%', '23%', '7%', '0%']"
108,"*est Choice Products Faux Leather Upholstery 3-Piece Modular Modern Living Room Sofa Sectional Furniture Set w/Convertible Single & Double Seat Futon Beds, Ottoman, Reclining Backrests - White",Out of Stock,466,3.6,"['42%', '17%', '15%', '9%', '17%']"
109,"*exicon Linville Living Room Sofa, Gray",Out of Stock,8,4.4,"['58%', '26%', '16%', '0%', '0%']"
110,*OLY & BARK Sorrento Sofa in Full-Grain Pure-Aniline Italian Tanned Leather in Cognac Tan,Out of Stock,40,4.8,"['86%', '10%', '0%', '0%', '4%']"
111,"*ids Sofa/Big Kids Couch/Linen Fabric 2-Seater Upholstered Couch,Perfect for Children Gift(30-Inch) (Sage)",$129.99,275,4.5,"['73%', '12%', '9%', '2%', '4%']"
112,"*canva Luxury Chesterfield Chenille Diamond Tufted Living Room Sofa, 91"" W Couch, Almond",Out of Stock,6,4.1,"['77%', '0%', '0%', '0%', '23%']"
